transaction_description,category,country,currency,user_id,amount,date
Hawaiian Airlines - USA,Transportation,USA,USD,saver,37.66,2023-07-13
ATF,Government & Legal,USA,USD,saver,433.01,2023-07-14
Wealth Management,Financial Services,USA,USD,saver,656.21,2023-07-14
Adidas,Shopping & Retail,USA,USD,saver,270.53,2023-07-15
Loan TXN135599,Financial Services,USA,USD,saver,377.84,2023-07-16
Electric Company #7411 TXN403148,Utilities & Services,USA,USD,saver,97.69,2023-07-16
Family Dollar,Shopping & Retail,USA,USD,saver,253.09,2023-07-17
Municipal Building #8289,Government & Legal,USA,USD,saver,391.79,2023-07-19
Parking #5427 - USA,Transportation,USA,USD,saver,9.66,2023-07-20
Alaska Airlines - Lunch Time,Transportation,USA,USD,saver,95.07,2023-07-20
IRS - USA Online - Dinner Time,Government & Legal,USA,USD,saver,428.24,2023-07-20
First National - Holiday,Financial Services,USA,USD,saver,408.13,2023-07-21
Best Buy,Shopping & Retail,USA,USD,saver,149.42,2023-07-22
Optimum #2932,Utilities & Services,USA,USD,saver,297.44,2023-07-23
Kickstarter - USA,Charity & Donations,USA,USD,saver,185.7,2023-07-23
Fitness Store - Lunch Time,Entertainment & Recreation,USA,USD,saver,133.29,2023-07-24
Amtrak,Transportation,USA,USD,saver,44.43,2023-07-25
Parking #1859 - Night,Transportation,USA,USD,saver,78.19,2023-07-25
FedEx Office Store,Shopping & Retail,USA,USD,saver,31.49,2023-07-27
Netflix,Entertainment & Recreation,USA,USD,saver,13.41,2023-07-28
Community Bank #7735 Strip Mall,Financial Services,USA,USD,saver,421.61,2023-08-01
Income,Income,USA,USD,saver,6712.66,2023-08-02
United,Transportation,USA,USD,saver,46.87,2023-08-02
Nordstrom Rack - USA,Shopping & Retail,USA,USD,saver,133.39,2023-08-03
Frontier #7239,Transportation,USA,USD,saver,96.67,2023-08-03
ATM #4276 - USA,Financial Services,USA,USD,saver,64.66,2023-08-03
Urologist (Cash),Healthcare & Medical,USA,USD,saver,441.71,2023-08-05
Gas Company Branch,Utilities & Services,USA,USD,saver,128.84,2023-08-06
KeyBank #5648 - USA Store,Financial Services,USA,USD,saver,983.04,2023-08-06
Investment Bank,Financial Services,USA,USD,saver,753.98,2023-08-07
In-N-Out,Food & Dining,USA,USD,saver,8.82,2023-08-08
Gold's Gym #5257 - USA,Entertainment & Recreation,USA,USD,saver,97.01,2023-08-09
Office Depot #6438 TXN466848,Shopping & Retail,USA,USD,saver,132.87,2023-08-09
Budget #3176,Transportation,USA,USD,saver,40.83,2023-08-10
Cable Internet - USA,Utilities & Services,USA,USD,saver,207.93,2023-08-10
Disney+ #3218 - USA,Entertainment & Recreation,USA,USD,saver,24.76,2023-08-10
FedEx Office #1366,Shopping & Retail,USA,USD,saver,127.15,2023-08-11
UCLA Medical Online - Night,Healthcare & Medical,USA,USD,saver,240.56,2023-08-11
Retirement Planning #2620 Online,Financial Services,USA,USD,saver,678.1,2023-08-11
Train #2928,Transportation,USA,USD,saver,52.23,2023-08-12
BMO Harris Station,Financial Services,USA,USD,saver,598.33,2023-08-12
National Parks #6825 Center,Charity & Donations,USA,USD,saver,135.85,2023-08-12
Avis,Transportation,USA,USD,saver,13.21,2023-08-12
Investment #3963,Financial Services,USA,USD,saver,897.2,2023-08-12
First National #8489 - Rush Hour,Financial Services,USA,USD,saver,861.26,2023-08-13
Chiropractor #3279 TXN358204,Healthcare & Medical,USA,USD,saver,347.38,2023-08-13
Optimum,Utilities & Services,USA,USD,saver,233.0,2023-08-13
Verizon Store,Utilities & Services,USA,USD,saver,210.47,2023-08-13
TJ Maxx - USA,Shopping & Retail,USA,USD,saver,296.51,2023-08-14
EMS Store Center,Government & Legal,USA,USD,saver,175.45,2023-08-15
Uber #4570,Transportation,USA,USD,saver,12.46,2023-08-15
Hulu,Entertainment & Recreation,USA,USD,saver,9.68,2023-08-15
Veterans Organization - USA Branch (Wire),Charity & Donations,USA,USD,saver,89.53,2023-08-16
Disney+ #9266 (Wire),Entertainment & Recreation,USA,USD,saver,36.56,2023-08-16
Netflix,Entertainment & Recreation,USA,USD,saver,10.33,2023-08-16
Swimming Pool,Entertainment & Recreation,USA,USD,saver,41.28,2023-08-18
Rock Climbing Center,Entertainment & Recreation,USA,USD,saver,53.18,2023-08-20
Qdoba #4532 - Night,Food & Dining,USA,USD,saver,31.43,2023-08-20
Hardee's - USA - Morning,Food & Dining,USA,USD,saver,8.9,2023-08-21
Retirement (Cash),Financial Services,USA,USD,saver,96.21,2023-08-21
Gym,Healthcare & Medical,USA,USD,saver,30.15,2023-08-23
Target #7912,Shopping & Retail,USA,USD,saver,161.7,2023-08-24
H&M #3358,Shopping & Retail,USA,USD,saver,42.02,2023-08-25
WWF - Night,Charity & Donations,USA,USD,saver,74.68,2023-08-26
Local Church,Charity & Donations,USA,USD,saver,163.66,2023-08-27
OfficeMax - USA,Shopping & Retail,USA,USD,saver,221.22,2023-08-28
Income,Income,USA,USD,saver,4599.51,2023-09-01
Water Park #3045 Online,Entertainment & Recreation,USA,USD,saver,100.18,2023-09-01
24 Hour Fitness Online,Entertainment & Recreation,USA,USD,saver,78.1,2023-09-01
TJ Maxx (Bank Transfer),Shopping & Retail,USA,USD,saver,60.84,2023-09-04
Verizon #5776,Utilities & Services,USA,USD,saver,76.79,2023-09-04
Veterans Organization Online,Charity & Donations,USA,USD,saver,45.7,2023-09-06
Kroger Pharmacy - USA Store - Holiday,Healthcare & Medical,USA,USD,saver,422.97,2023-09-06
Lyft #5557 Store,Transportation,USA,USD,saver,77.94,2023-09-07
Cedars-Sinai - USA,Healthcare & Medical,USA,USD,saver,466.02,2023-09-07
Water Company #7155 - USA,Utilities & Services,USA,USD,saver,262.21,2023-09-08
Cable One #9377,Utilities & Services,USA,USD,saver,209.36,2023-09-08
City Hall #1104 - USA Store,Government & Legal,USA,USD,saver,370.85,2023-09-09
Hulu,Entertainment & Recreation,USA,USD,saver,5.27,2023-09-10
Orthopedist #7841,Healthcare & Medical,USA,USD,saver,414.83,2023-09-11
Netflix,Entertainment & Recreation,USA,USD,saver,13.76,2023-09-11
Jersey Mike's (Online),Food & Dining,USA,USD,saver,39.24,2023-09-12
Legal Store Online,Government & Legal,USA,USD,saver,414.39,2023-09-13
Huntington Bank Store,Financial Services,USA,USD,saver,686.59,2023-09-13
Transfer #7173 Online,Financial Services,USA,USD,saver,159.35,2023-09-15
WiFi Hotspot (Contactless),Utilities & Services,USA,USD,saver,253.11,2023-09-15
Amtrak,Transportation,USA,USD,saver,83.72,2023-09-16
HSBC,Financial Services,USA,USD,saver,723.21,2023-09-17
Senate Branch,Government & Legal,USA,USD,saver,356.58,2023-09-18
Children's Hospital #9643,Healthcare & Medical,USA,USD,saver,44.55,2023-09-18
Spirit #5187 - USA Branch Residential,Transportation,USA,USD,saver,36.35,2023-09-19
Apple Store #4793,Shopping & Retail,USA,USD,saver,124.48,2023-09-19
Stanford Health Center,Healthcare & Medical,USA,USD,saver,126.87,2023-09-20
Lab #7240 (Bank Transfer),Healthcare & Medical,USA,USD,saver,286.87,2023-09-20
Dermatologist #9422,Healthcare & Medical,USA,USD,saver,172.42,2023-09-21
UPS Store - USA,Shopping & Retail,USA,USD,saver,51.36,2023-09-21
Paramedic - USA (Cash),Government & Legal,USA,USD,saver,160.8,2023-09-22
Gym,Healthcare & Medical,USA,USD,saver,24.39,2023-09-22
BMO Harris #3513,Financial Services,USA,USD,saver,376.5,2023-09-24
Cane's Downtown,Food & Dining,USA,USD,saver,46.91,2023-09-24
Speech Therapy - Rush Hour,Healthcare & Medical,USA,USD,saver,83.15,2023-09-24
Phone Company,Utilities & Services,USA,USD,saver,63.25,2023-09-26
Zoo,Entertainment & Recreation,USA,USD,saver,111.22,2023-09-27
7-Eleven - Weekday,Transportation,USA,USD,saver,46.84,2023-09-27
UCSF Medical Store,Healthcare & Medical,USA,USD,saver,340.32,2023-09-28
Big Lots,Shopping & Retail,USA,USD,saver,98.69,2023-10-01
Income,Income,USA,USD,saver,5386.18,2023-10-02
Kickstarter #9701,Charity & Donations,USA,USD,saver,164.29,2023-10-02
Paintball Strip Mall,Entertainment & Recreation,USA,USD,saver,32.75,2023-10-02
Income,Income,USA,USD,saver,6063.68,2023-10-03
Baja Fresh #5956,Food & Dining,USA,USD,saver,49.0,2023-10-03
Gas Company - USA Store,Utilities & Services,USA,USD,saver,144.15,2023-10-04
Tennis Court,Entertainment & Recreation,USA,USD,saver,50.69,2023-10-04
Gym,Healthcare & Medical,USA,USD,saver,30.49,2023-10-04
PETA (Mobile),Charity & Donations,USA,USD,saver,195.92,2023-10-05
Whataburger #8409 Store (Card),Food & Dining,USA,USD,saver,20.22,2023-10-06
Highway Patrol Store (Digital Wallet),Government & Legal,USA,USD,saver,141.06,2023-10-06
Ambulance Center - Evening,Government & Legal,USA,USD,saver,462.04,2023-10-06
Financial Advisor - Holiday,Financial Services,USA,USD,saver,686.95,2023-10-06
Theme Park #1101,Entertainment & Recreation,USA,USD,saver,116.11,2023-10-07
MTA,Transportation,USA,USD,saver,76.76,2023-10-08
Neurologist,Healthcare & Medical,USA,USD,saver,264.05,2023-10-09
Hulu,Entertainment & Recreation,USA,USD,saver,7.62,2023-10-10
Checkers - USA,Food & Dining,USA,USD,saver,31.77,2023-10-11
Spotify,Entertainment & Recreation,USA,USD,saver,29.37,2023-10-12
White Castle - Morning,Food & Dining,USA,USD,saver,45.75,2023-10-12
Tax Preparation - USA TXN629453,Financial Services,USA,USD,saver,145.39,2023-10-13
Mr. Sub #8476,Food & Dining,USA,USD,saver,41.94,2023-10-13
Business WiFi Online,Utilities & Services,USA,USD,saver,187.54,2023-10-14
Nordstrom Rack,Shopping & Retail,USA,USD,saver,93.04,2023-10-14
Immigration #3456 Online,Government & Legal,USA,USD,saver,336.17,2023-10-15
CVS - USA Store,Healthcare & Medical,USA,USD,saver,476.26,2023-10-15
Blimpie - USA,Food & Dining,USA,USD,saver,7.07,2023-10-17
Domino's #7354,Food & Dining,USA,USD,saver,13.46,2023-10-20
Uniqlo,Shopping & Retail,USA,USD,saver,42.24,2023-10-20
Capital One,Financial Services,USA,USD,saver,922.41,2023-10-21
Netflix,Entertainment & Recreation,USA,USD,saver,12.8,2023-10-21
Accounting,Financial Services,USA,USD,saver,790.39,2023-10-22
Museum #9546 - Evening,Entertainment & Recreation,USA,USD,saver,70.68,2023-10-23
Rally's,Food & Dining,USA,USD,saver,44.02,2023-10-23
Capital One #3738 Online,Financial Services,USA,USD,saver,267.08,2023-10-24
DMV #7249 Store,Government & Legal,USA,USD,saver,153.09,2023-10-25
Kaiser Permanente #1759,Healthcare & Medical,USA,USD,saver,478.37,2023-10-25
Congress,Government & Legal,USA,USD,saver,395.68,2023-10-25
McDonald's Online,Food & Dining,USA,USD,saver,5.34,2023-10-25
Salvation Army - USA Center,Charity & Donations,USA,USD,saver,53.72,2023-10-26
CVS - USA,Healthcare & Medical,USA,USD,saver,149.11,2023-10-27
Synagogue,Charity & Donations,USA,USD,saver,57.89,2023-10-27
Safeway,Food & Dining,USA,USD,saver,44.95,2023-10-28
Income,Income,USA,USD,saver,5796.15,2023-11-01
Income,Income,USA,USD,saver,4286.24,2023-11-02
Sprint,Utilities & Services,USA,USD,saver,253.29,2023-11-02
Financial Advisor Store,Financial Services,USA,USD,saver,747.98,2023-11-02
Mobile Hotspot #5066 - USA Center,Utilities & Services,USA,USD,saver,145.38,2023-11-03
Netflix,Entertainment & Recreation,USA,USD,saver,14.09,2023-11-03
NYU Langone,Healthcare & Medical,USA,USD,saver,328.51,2023-11-04
Marshalls #2576 Online Center,Shopping & Retail,USA,USD,saver,214.45,2023-11-04
CrossFit #3918 Branch,Entertainment & Recreation,USA,USD,saver,116.11,2023-11-06
GameStop - USA,Shopping & Retail,USA,USD,saver,58.7,2023-11-06
Transfer #3463 Store - Dinner Time,Financial Services,USA,USD,saver,998.15,2023-11-08
Stanford Health - Rush Hour,Healthcare & Medical,USA,USD,saver,304.53,2023-11-08
Salvation Army #7106 Mall,Charity & Donations,USA,USD,saver,197.67,2023-11-09
Senior Center Campus,Charity & Donations,USA,USD,saver,151.67,2023-11-10
Hulu,Entertainment & Recreation,USA,USD,saver,8.26,2023-11-10
Urologist,Healthcare & Medical,USA,USD,saver,89.84,2023-11-12
MRI,Healthcare & Medical,USA,USD,saver,442.22,2023-11-12
Greyhound Center - Holiday,Transportation,USA,USD,saver,27.52,2023-11-13
United Way,Charity & Donations,USA,USD,saver,179.71,2023-11-14
Olive Garden Store - Night,Food & Dining,USA,USD,saver,20.77,2023-11-16
License - Holiday,Government & Legal,USA,USD,saver,413.08,2023-11-17
Bloomingdale's Center (Bank Transfer),Shopping & Retail,USA,USD,saver,225.71,2023-11-18
Legal - USA Shopping Center,Government & Legal,USA,USD,saver,192.48,2023-11-18
Gym,Healthcare & Medical,USA,USD,saver,31.1,2023-11-18
ATF #3979 (Contactless),Government & Legal,USA,USD,saver,461.24,2023-11-19
Greenpeace #8856 - USA,Charity & Donations,USA,USD,saver,83.88,2023-11-19
Salvation Army #2360 Center,Charity & Donations,USA,USD,saver,160.06,2023-11-19
WiFi Hotspot - USA,Utilities & Services,USA,USD,saver,107.76,2023-11-21
Lyft - USA (Contactless),Transportation,USA,USD,saver,86.71,2023-11-22
Anytime Fitness Store,Entertainment & Recreation,USA,USD,saver,117.2,2023-11-23
WiFi #9885 - USA,Utilities & Services,USA,USD,saver,247.67,2023-11-24
Exxon,Transportation,USA,USD,saver,75.41,2023-11-24
Safeway - Rush Hour,Food & Dining,USA,USD,saver,23.85,2023-11-25
Water Company Strip Mall,Utilities & Services,USA,USD,saver,213.48,2023-11-26
Google Fiber,Utilities & Services,USA,USD,saver,108.4,2023-11-28
Amazon Prime #6935 Store Downtown,Entertainment & Recreation,USA,USD,saver,135.13,2023-12-01
Cable Internet Store,Utilities & Services,USA,USD,saver,174.08,2023-12-01
White House #4050 - USA Store,Government & Legal,USA,USD,saver,257.32,2023-12-02
Income,Income,USA,USD,saver,4404.6,2023-12-03
Income,Income,USA,USD,saver,5224.94,2023-12-04
Moe's Southwest Grill #6408,Food & Dining,USA,USD,saver,24.98,2023-12-04
WOW Store Online,Utilities & Services,USA,USD,saver,81.94,2023-12-05
United Way #9517,Charity & Donations,USA,USD,saver,184.26,2023-12-05
Lord & Taylor Store,Shopping & Retail,USA,USD,saver,192.46,2023-12-05
Gym,Healthcare & Medical,USA,USD,saver,35.76,2023-12-05
Goodwill #6271 - USA Online,Charity & Donations,USA,USD,saver,77.64,2023-12-06
CenturyLink #9564,Utilities & Services,USA,USD,saver,289.13,2023-12-06
Bloomingdale's #7488 Online - Night,Shopping & Retail,USA,USD,saver,152.35,2023-12-07
Post Office,Shopping & Retail,USA,USD,saver,13.91,2023-12-08
Emergency Room - Night,Healthcare & Medical,USA,USD,saver,186.66,2023-12-08
Lord & Taylor,Shopping & Retail,USA,USD,saver,56.12,2023-12-10
Red Cross #8011 - USA,Charity & Donations,USA,USD,saver,118.12,2023-12-11
Bus #6469 Online Branch,Transportation,USA,USD,saver,2.84,2023-12-12
Bojangles,Food & Dining,USA,USD,saver,15.2,2023-12-13
Staples #7422,Shopping & Retail,USA,USD,saver,37.93,2023-12-14
Planet Fitness - USA,Entertainment & Recreation,USA,USD,saver,75.04,2023-12-14
Taco Bell - USA,Food & Dining,USA,USD,saver,27.94,2023-12-17
Getaround,Transportation,USA,USD,saver,15.34,2023-12-17
KFC,Food & Dining,USA,USD,saver,25.23,2023-12-18
Nordstrom Rack #9489 - USA Store Online - Weekend,Shopping & Retail,USA,USD,saver,275.66,2023-12-19
Post Office - USA,Shopping & Retail,USA,USD,saver,209.97,2023-12-19
Verizon,Utilities & Services,USA,USD,saver,179.84,2023-12-20
Zipcar TXN257305,Transportation,USA,USD,saver,17.9,2023-12-20
Rally's #6535 Online (App),Food & Dining,USA,USD,saver,33.03,2023-12-20
Customs - USA,Government & Legal,USA,USD,saver,79.5,2023-12-21
SoulCycle,Entertainment & Recreation,USA,USD,saver,77.22,2023-12-21
Avis - Dinner Time,Transportation,USA,USD,saver,7.63,2023-12-22
Medicaid - USA TXN756338,Government & Legal,USA,USD,saver,180.6,2023-12-22
Hulu,Entertainment & Recreation,USA,USD,saver,5.06,2023-12-23
Synagogue #6829,Charity & Donations,USA,USD,saver,139.71,2023-12-25
Investment Bank #7272,Financial Services,USA,USD,saver,52.41,2023-12-25
Internet Provider - USA,Utilities & Services,USA,USD,saver,113.29,2023-12-26
Chevron #4955 (Wire),Transportation,USA,USD,saver,23.85,2023-12-26
Netflix,Entertainment & Recreation,USA,USD,saver,14.76,2023-12-26
DirecTV Mall,Utilities & Services,USA,USD,saver,216.25,2023-12-28
Mediacom #4997,Utilities & Services,USA,USD,saver,131.09,2023-12-28
Registration - USA,Government & Legal,USA,USD,saver,443.17,2023-12-28
Von Maur Store,Shopping & Retail,USA,USD,saver,171.87,2023-12-28
Electric Company #1145 TXN434946,Utilities & Services,USA,USD,saver,90.21,2024-01-01
Rally's #1006 Online,Food & Dining,USA,USD,saver,49.18,2024-01-01
Comerica Business District,Financial Services,USA,USD,saver,900.5,2024-01-01
Nature Conservancy #9870 Branch,Charity & Donations,USA,USD,saver,102.17,2024-01-02
Lab,Healthcare & Medical,USA,USD,saver,180.32,2024-01-04
Income,Income,USA,USD,saver,6212.79,2024-01-05
Hulu,Entertainment & Recreation,USA,USD,saver,9.0,2024-01-05
Sheriff Center,Government & Legal,USA,USD,saver,337.46,2024-01-06
Retirement Planning,Financial Services,USA,USD,saver,816.09,2024-01-06
Digital Bank #3175 - Weekend,Financial Services,USA,USD,saver,543.4,2024-01-06
Maven (Digital Wallet),Transportation,USA,USD,saver,13.93,2024-01-06
Consolidated Communications - USA,Utilities & Services,USA,USD,saver,118.28,2024-01-07
Hawaiian Airlines #3080 Hospital,Transportation,USA,USD,saver,88.62,2024-01-08
Zipcar #7173 Store Branch,Transportation,USA,USD,saver,34.22,2024-01-08
BMO Harris #4595 Store,Financial Services,USA,USD,saver,62.26,2024-01-09
Bowling Alley #4315,Entertainment & Recreation,USA,USD,saver,148.7,2024-01-09
Post Office,Shopping & Retail,USA,USD,saver,195.2,2024-01-10
Broadband #8661,Utilities & Services,USA,USD,saver,170.71,2024-01-10
WWF #6666 Online,Charity & Donations,USA,USD,saver,70.45,2024-01-14
License - Dinner Time,Government & Legal,USA,USD,saver,418.47,2024-01-15
Municipal Building - USA,Government & Legal,USA,USD,saver,103.59,2024-01-15
Dish,Utilities & Services,USA,USD,saver,228.55,2024-01-16
Cedars-Sinai - USA Branch,Healthcare & Medical,USA,USD,saver,253.3,2024-01-16
Ross - Lunch Time,Shopping & Retail,USA,USD,saver,173.4,2024-01-16
Homeless Shelter - USA Online Residential,Charity & Donations,USA,USD,saver,41.53,2024-01-17
Windstream Store,Utilities & Services,USA,USD,saver,115.85,2024-01-17
BP Downtown,Transportation,USA,USD,saver,73.89,2024-01-18
Congress,Government & Legal,USA,USD,saver,142.99,2024-01-18
Ross Store - Weekday,Shopping & Retail,USA,USD,saver,39.26,2024-01-18
Cardiologist Online,Healthcare & Medical,USA,USD,saver,474.17,2024-01-18
Sprint - USA TXN121061,Utilities & Services,USA,USD,saver,299.96,2024-01-19
Capitol,Government & Legal,USA,USD,saver,445.04,2024-01-19
Consolidated Communications (Mobile),Utilities & Services,USA,USD,saver,61.89,2024-01-20
Fire Department,Government & Legal,USA,USD,saver,404.15,2024-01-20
PNC Bank - USA - Dinner Time,Financial Services,USA,USD,saver,256.84,2024-01-20
Cardiologist Hospital,Healthcare & Medical,USA,USD,saver,27.19,2024-01-21
Mutual Fund (Card),Financial Services,USA,USD,saver,771.82,2024-01-21
Mobile #1246 - Weekend,Utilities & Services,USA,USD,saver,241.98,2024-01-24
Bloomingdale's #8361 Store TXN927669,Shopping & Retail,USA,USD,saver,149.27,2024-01-24
Cane's #4180,Food & Dining,USA,USD,saver,27.4,2024-01-24
Federal Building - USA,Government & Legal,USA,USD,saver,242.18,2024-01-25
Netflix,Entertainment & Recreation,USA,USD,saver,13.24,2024-01-25
Neiman Marcus,Shopping & Retail,USA,USD,saver,255.62,2024-01-26
Transfer (Contactless),Financial Services,USA,USD,saver,387.87,2024-01-26
Gym,Healthcare & Medical,USA,USD,saver,35.09,2024-01-27
Greyhound Store,Transportation,USA,USD,saver,46.38,2024-01-28
Subway Store,Food & Dining,USA,USD,saver,28.59,2024-02-01
GameStop Center,Shopping & Retail,USA,USD,saver,149.34,2024-02-01
Target #6756,Food & Dining,USA,USD,saver,21.25,2024-02-01
Hospital #5033,Healthcare & Medical,USA,USD,saver,167.54,2024-02-02
Transfer - USA - Night,Financial Services,USA,USD,saver,896.24,2024-02-02
Income,Income,USA,USD,saver,4404.46,2024-02-03
Ross #6798,Shopping & Retail,USA,USD,saver,92.98,2024-02-03
CrossFit #6176 (Mobile),Entertainment & Recreation,USA,USD,saver,76.06,2024-02-03
Gym,Healthcare & Medical,USA,USD,saver,23.43,2024-02-04
Income,Income,USA,USD,saver,6506.69,2024-02-05
Moe's Southwest Grill - USA,Food & Dining,USA,USD,saver,34.52,2024-02-05
Bank,Financial Services,USA,USD,saver,549.34,2024-02-06
Theme Park #2821 Online Station,Entertainment & Recreation,USA,USD,saver,70.46,2024-02-06
Bloomingdale's #2705 Online,Shopping & Retail,USA,USD,saver,281.57,2024-02-06
Specialist - USA TXN650394,Healthcare & Medical,USA,USD,saver,202.53,2024-02-08
Permit,Government & Legal,USA,USD,saver,289.12,2024-02-09
Starbucks #1399,Food & Dining,USA,USD,saver,9.32,2024-02-09
AT&T Store Hospital,Utilities & Services,USA,USD,saver,267.62,2024-02-09
CTA #7513 - USA Downtown,Transportation,USA,USD,saver,79.74,2024-02-09
BART Store,Transportation,USA,USD,saver,40.69,2024-02-11
UPS Store,Shopping & Retail,USA,USD,saver,77.27,2024-02-11
Urgent Care #7240,Healthcare & Medical,USA,USD,saver,380.95,2024-02-12
Animal Shelter Center,Charity & Donations,USA,USD,saver,131.61,2024-02-12
Mediacom - USA Branch - Lunch Time,Utilities & Services,USA,USD,saver,233.72,2024-02-13
Netflix,Entertainment & Recreation,USA,USD,saver,14.86,2024-02-14
Doctors Without Borders - USA Online - Weekend,Charity & Donations,USA,USD,saver,14.68,2024-02-15
Hulu,Entertainment & Recreation,USA,USD,saver,8.33,2024-02-15
Accounting,Financial Services,USA,USD,saver,222.6,2024-02-16
Popeyes #2455,Food & Dining,USA,USD,saver,32.34,2024-02-16
Cane's - USA TXN496118,Food & Dining,USA,USD,saver,49.47,2024-02-16
Culver's #5284 - USA Business District,Food & Dining,USA,USD,saver,23.2,2024-02-17
Service Online Branch,Government & Legal,USA,USD,saver,348.4,2024-02-17
H&M #6854 - USA Downtown,Shopping & Retail,USA,USD,saver,188.93,2024-02-18
PNC Bank #2176 Store Online,Financial Services,USA,USD,saver,350.38,2024-02-19
7-Eleven - Lunch Time,Transportation,USA,USD,saver,66.18,2024-02-20
Local Food Bank Store (Wire),Charity & Donations,USA,USD,saver,11.62,2024-02-21
Cable Internet Center,Utilities & Services,USA,USD,saver,273.43,2024-02-22
SEPTA,Transportation,USA,USD,saver,67.41,2024-02-22
Sparklight (Card),Utilities & Services,USA,USD,saver,209.98,2024-02-23
County Clerk Store (Contactless),Government & Legal,USA,USD,saver,90.17,2024-02-23
Comcast,Utilities & Services,USA,USD,saver,297.38,2024-02-24
Cardiologist,Healthcare & Medical,USA,USD,saver,53.34,2024-02-25
World Vision,Charity & Donations,USA,USD,saver,77.12,2024-02-28
Income,Income,USA,USD,saver,4986.67,2024-03-02
Charter - Holiday,Utilities & Services,USA,USD,saver,220.84,2024-03-02
Children's Hospital,Healthcare & Medical,USA,USD,saver,218.62,2024-03-03
Occupational Therapy Store (App),Healthcare & Medical,USA,USD,saver,297.96,2024-03-04
Equinox,Entertainment & Recreation,USA,USD,saver,38.09,2024-03-05
Theme Park #9700 - USA Station,Entertainment & Recreation,USA,USD,saver,19.91,2024-03-05
Thrifty,Transportation,USA,USD,saver,17.72,2024-03-06
Nordstrom Rack,Shopping & Retail,USA,USD,saver,190.59,2024-03-06
ATF #1250 (Contactless),Government & Legal,USA,USD,saver,234.71,2024-03-07
Cleveland Clinic,Healthcare & Medical,USA,USD,saver,356.06,2024-03-08
Pediatrician (Online),Healthcare & Medical,USA,USD,saver,53.4,2024-03-08
Offering Center (Bank Transfer),Charity & Donations,USA,USD,saver,118.42,2024-03-08
GoFundMe,Charity & Donations,USA,USD,saver,75.17,2024-03-08
Alaska Airlines #9429 - Night,Transportation,USA,USD,saver,22.33,2024-03-10
Sprint Store,Utilities & Services,USA,USD,saver,152.92,2024-03-10
Cable Internet - Holiday,Utilities & Services,USA,USD,saver,247.31,2024-03-10
Netflix,Entertainment & Recreation,USA,USD,saver,13.11,2024-03-10
Broadband #9223 - Weekday,Utilities & Services,USA,USD,saver,117.35,2024-03-11
Mr. Sub,Food & Dining,USA,USD,saver,10.74,2024-03-12
Mutual Fund,Financial Services,USA,USD,saver,272.34,2024-03-12
Walk-in Clinic Center Business District,Healthcare & Medical,USA,USD,saver,265.85,2024-03-13
Cinemark - USA TXN182518,Entertainment & Recreation,USA,USD,saver,96.89,2024-03-13
Windstream #8331 - Rush Hour,Utilities & Services,USA,USD,saver,205.09,2024-03-14
Pure Barre Center,Entertainment & Recreation,USA,USD,saver,31.55,2024-03-14
Family Dollar,Shopping & Retail,USA,USD,saver,160.91,2024-03-16
Mobile #8290 Online,Utilities & Services,USA,USD,saver,233.88,2024-03-16
DART #9153 Center TXN580219,Transportation,USA,USD,saver,2.98,2024-03-16
Culver's - Rush Hour,Food & Dining,USA,USD,saver,22.44,2024-03-17
Citibank #3990 Branch,Financial Services,USA,USD,saver,107.88,2024-03-17
Arby's #1761,Food & Dining,USA,USD,saver,18.36,2024-03-19
Online Bank Store (Contactless),Financial Services,USA,USD,saver,209.17,2024-03-19
Sheriff #4164,Government & Legal,USA,USD,saver,239.01,2024-03-19
Cinemark,Entertainment & Recreation,USA,USD,saver,43.35,2024-03-25
Greyhound (ACH),Transportation,USA,USD,saver,17.88,2024-03-25
Getaround - USA (ACH),Transportation,USA,USD,saver,81.68,2024-03-26
Blood Test,Healthcare & Medical,USA,USD,saver,339.34,2024-03-26
Regal - USA,Entertainment & Recreation,USA,USD,saver,17.63,2024-03-26
Walgreens #2136,Shopping & Retail,USA,USD,saver,33.65,2024-03-26
Youth Organization - USA - Morning,Charity & Donations,USA,USD,saver,188.21,2024-03-27
ATM #3967 Station,Financial Services,USA,USD,saver,212.17,2024-03-27
Hulu,Entertainment & Recreation,USA,USD,saver,7.84,2024-03-27
Gym,Healthcare & Medical,USA,USD,saver,31.86,2024-03-28
Children's Hospital,Healthcare & Medical,USA,USD,saver,404.12,2024-04-01
Dollar General Store Online,Shopping & Retail,USA,USD,saver,287.26,2024-04-03
Carl's Jr Strip Mall,Food & Dining,USA,USD,saver,42.6,2024-04-03
Gym,Healthcare & Medical,USA,USD,saver,20.03,2024-04-03
Income,Income,USA,USD,saver,4884.3,2024-04-04
Fair,Entertainment & Recreation,USA,USD,saver,27.0,2024-04-05
In-N-Out - USA (Contactless),Food & Dining,USA,USD,saver,14.29,2024-04-05
Laser Tag,Entertainment & Recreation,USA,USD,saver,113.07,2024-04-07
CIA,Government & Legal,USA,USD,saver,132.81,2024-04-09
Marshals,Government & Legal,USA,USD,saver,70.12,2024-04-10
Concert #6744,Entertainment & Recreation,USA,USD,saver,98.16,2024-04-10
Netflix,Entertainment & Recreation,USA,USD,saver,14.06,2024-04-10
Synagogue Residential,Charity & Donations,USA,USD,saver,167.86,2024-04-11
Post Office,Government & Legal,USA,USD,saver,283.14,2024-04-11
